ah	aa
tighten	tirji
cancellation	tirnaan
counted	tirsan
census	tirsiis
wiped	tirtiran
increase	tisqaad
ten	toban
tenth	tobanaad
decimal	tobanle
tenth	tobnaad
seven	toddoba
seventh	toddobaad
week	toddobaad
seventy	toddobaatan
seventieth	toddobaatanaad
stretch	tog
stretched	togan
selection	togasho
sew	tol
sewn	tolan
thread	tolan
tailor	tole
nationalize	tolee
sewing	tolid
help	tolla'ay
sewing	tolmo
ten	toman
cup	toob
repentance	toobad
bled	tooban
appropriate	toobboon
wariness	toodibo
shower	toog
goal	tooggo
shoot	toogo
goal	toogo
Togo	Toogo
shooter	toogte
boast	tookh
goodness	toolmoonaan
tobacco	toonbaakh
track	toore
dagger	toorrey
dagger	toorri
straight	toosan
width	toox
curved	tooxan
chatter	tororog
spoil	tortor
down	tu'
path	tub
tobacco	tubaako
assembled	tuban
plumber	tubbiiste
plumber	tubiiste
blessing	tuf
suspicion	tuhun
doubt	tuhun
suspicious	tuhunsan
suspect	tuhunsanow
praying	tukad
praying	tukasho
crow	tuke
bug	tukhaan
pray	tuko
groundsquirrel	tukulush
who	tuma
blacksmith	tumaal
pounded	tuman
pounding	tumasho
spearwound	tummaati
nape	tun
collection	tunbul
hammering	tuniin
Tunisia	Tuniisiya
abuse	tunjileec
squat	tu'o
interpreter	turjubaan
interpreter	turjumaan
translator	turjume
translate	turjun
Turkey	Turki
leniency	turniin
stumble	turunturrood
stumble	turunturrow
muscle	turuq
prick	turuq
deformity	turxaan
bookmark	tus
indicator	tusaal
example	tusaalo
down	tuu
tube	tuubbo
entreaty	tuug
thief	tuug
begging	tuugmo
squeeze	tuuji
loaded	tuulan
village	tuulo
amass	tuumi
garlic	tuun
amassed	tuunsan
accumulation	tuunsanaan
pile	tuurimo
hunchback	tuurre
missile	tuuryo
towel	tuweel
gossip	tuxle
most	u
need	u baahan
children	ubad
flower	ubax
Ubah	Ubax
flower	ubaxayso
bloom	ubaxow
desire	ubbaahasho
need	ubbaaho
stomach	uboc
stomach	ubuc
flower	ubxi
advise	u caqliceli
support	u danaani
yield	u debac
perfume	udgi
perfume	udgoon
fragrant	udgoon
perfume	udgoonee
withstand	u dhabar adeyg
pole	udub
doorpost	udubxoog
resemble	u ekow
ugh	uf
favor	u ficilow
storm	ufo
Uganda	Ugaanda
hunt	ugaar
hunting	ugaarasho
hunter	ugaarsade
hunting	ugaarsasho
hunter	ugaarte
chief	ugaas
kingship	ugaasnimo
support	u garabyeel
apologize	u gelliin
most	ugu
oldest	ugu duugsan
best	ugu wanaagsan
biggest	ugu weyn
worst	ugu xun
smallest	ugu yar
eggs	ugxaan
see	u jeed
desire	u jeel
wages	ujro
postpone	u kaadi
postpone	u kaadso
inform	u khabaar
objective	ulajeeddo
contest	ultan
serve	u madiidimi
name	u magac bixi
wrath	umal
death	umasho
serve	u midiidimi
community	ummad
national	ummadeed
childbearing	ummulid
midwife	ummuliso
alternate	u moogtan
only	un
UNESCO	UNESKO
inventing	unkad
evolve	unkan
originate	unug
behead	unuungooy
convenient	u qaabsan
smell	ur
nourishment	uraad
advise	u ra'yiyee
Jordan	Urdun
nourishment	urshi
tuberculosis	urugo
permit	u ruqsee
assemble	urur
collect	ururi
gathering	ururin
collector	ururiye
assembled	urursan
collect	ururso
he	usaga
week	usbuuc
explain	u sharax
dirt	uskag
dirty	uskagee
condole	u tacsiyee
translate	u turjubaan
he	uu
crevasse	uub
howl	uubatee
wolf	uubato
howl	uulee
created	uuman
vaporization	uumiyoobid
creation	uun
create	uun
groundsquirrel	uunrays
incense	uunsi
contraception	uurcelin
contraceptive	uurcelis
pregnant	uureysan
fetus	uurjiif
worry	uurkutaallo
worry	uurkutaallow
pregnant	uur leh
dropsy	uurweynaad
grievance	uurxumo
substitute	uyaal
dawn	waa
poison	waabaayee
poison	waabaayo
dawn	waabari
poison	waabay
dawn	waabberi
blame	waaceensi
okay	waa hagaag
must	waa in
responsibility	waajib
insane	waalan
parenthood	waalidnimo
folly	waalli
when	waama
advise	waani
advice	waano
counseled	waansan
still	waaq
croak	waaq
God	Waaq
recovery	waaqsasho
watchman	waashman
vase	waasko
big	waaweyn
quarter	waaxee
one	waaxid
experience	waaya-aragnimo
ok	waa yahay
wire	waayir
why	waayo
chief	wabar
information	wacaal
vow	wacad
oathbreaking	wacadfuryo
bastard	wacal
excellent	wacan
blessing	wacays
marvels	wacdaro
advice	wacdi
bastard	wacel
excellence	wacnaan
death	wad
farewell	wadaac
talk	wadahadal
heart	wadane
coexistence	wada noolaasho
situation	wadci
farewell	waddaco
pavement	wadda lugeed
patriot	waddani
patriotism	waddaninnimo
patriots	waddaniyiin
paved	waddaysan
road	waddo
wide	waddoohiye
driver	wade
friend	wadey
sling	wadhaf
sling	wadhfi
oscillator	wadhfiye
cowardly	wadnala'
heart	wadne
bowlegs	wagdo
distress	wahan
laziness	wahsi
sick	wajacsan
insanity	wajaq
face	waji
embarrassment	wajixumo
astrology	wakaakib
office	wakaalad
time	wakhti
limp	waki
agent	wakiil
limp	wakin
each	wal
worried	walaacsan
uncertainty	walaahow
but	walaakiin
but	walaakin
brother	walaal
siblings	walaalo
brotherliness	walaaltinnimo
brotherhood	walaaltooyo
stirred	walaaqan
sparkle	walac
tantalizing	walacsi
twinkling	walalac
twinkle	walalaclee
something	walax
each	walba
overspill	walcad
child	waled
vibrate	walho
each	waliba
birth	waliid
sick	wallacsan
even	walow
milk	wan
good	wanaagsan
goodness	wanaagsanaan
still	waq
God	Waq
north	waqooyi
northeast	waqooyi bari
hey	war
pond	war
hyena	waraabe
water	waraabi
watered	waraabsan
shake	waraari
sling	waraf
spear	waran
news	warar
descendants	waraso
response	warcelin
Wardhere	Wardheere
wanderer	wareege
round	wareegsan
expedition	wareemato
raid	wareentaysi
confuse	wareerso
inquiry	wareysi
Warfa	Warfaa
information	warfaafin
hurl	warfi
Warfog	Warfog
inform	wargeli
newspaper	wargeys
ask	wari
asking	waris
communications	warisgaarsiin
reporter	wariye
massacre	warjeef
uninformed	warla'
spear	warmee
uninformed	warmoog
prescription	warqadda dhakhtarka
wellinformed	warroon
Warsame	Warsame
factory	warshad
industrialization	warshadayn
industrialized	warshadaysan
industrialize	warshadee
industrial	warshadeed
gossip	warsheeg
gossip	warsheeko
newspaper	warside
intelligence	war ururin
hey	waryaa
ministry	wasaarad
ministry	wasaaro
stretcher	wasaasin
proxy	wasaayad
dirty	wasakhaysan
dirty	wasakhee
sewer	wasakhqaad
detergent	wasakhtire
Washington	Washinton
built	washiran
minister	wasiir
sex	wasmo
lust	wasmo rabid
mason	wastaad
masonry	wastaadnimo
good	wawanaagsan
moreover	waxaa intaa sii dheer
anything	wax alla
kid	waxar
brute	waxash
student	waxbarad
education	waxbarasho
benefit	waxdheef
do	waxee
whatever	wax kasta
whatever	wax kasta
nothing	waxna
work	waxqabad
valuables	wax qiimo leh
production	wax soo saar
producer	wax soo saare
useful	waxtar leh
use	waxtarmo
something	waxuun
something	wax uun
cooperation	waxwadaqabsi
cooperate	wax wada qabso
everything	wax walba
information	wax war ah
things	waxyaabo
things	waxyaalo
harm	waxyeel
damaged	waxyeellaysan
harm	waxyeello
ah	way
river	webi
turning	weecsanaan
vessel	weel
quarantined	weelduwan
attack	weerar
breadth	wees
bowlegs	wegdo
companion	wehel
Weheliye	Weheliye
companionship	wehelyeel
frown	wejibbuur
frown	weji buur
shy	weji gabax
frown	wejikuus
frown	weji kuus
shameless	wejilaawe
facial	wejiyeed
still	weli
sainthood	welinnimo
anxiety	welwel
worrying	welwelid
anxious	welwelsan
reporting	weris
Weris	Weris
factory	wershed
crossing	weydaar
crossing	weydaarasho
inquiry	weyddiin
interrogative	weyddiinley
ask	weydii
emaciation	weydnimo
calf	weyl
big	weyn
size	weynaan
God	Weyne
microscope	weyneeye
enlarging	weyneyn
call	wicid
damaged	wiiqan
hardship	wiirawiiro
siren	wiish
Wiliwili	Wiliwili
shake	willo
protection	wiqaayo
lightning	wiriq
shine	wirwir
ministry	wisaarad
dirt	wisikh
suspicion	wiswis
north	woqooyi
delegates	wufuud
savagery	wuxuushnimo
firewood	xaabo
sweep	xaadh
Hadsan	Xaadsan
quarter	xaafad
Haji	Xaaji
negotiation	xaajootan
negotiate	xaajootan
negotiate	xaajow
phlegm	xaako
converse	xaal
fine	xaalad
sweet	xaali
Holly	Xaali
intestines	xaalo
sand	xaani
broom	xaaqin
spit	xaaqso
excrement	xaar
prohibited	xaaraamaysan
prohibit	xaaraamee
rogue	xaaraami
foreskin	xaaraan
scold	xaarxaari
weakness	xaasaan
no	xaasha
bravo	xaashaa
document	xaashi
Hashi	Xaashi
voucher	xaashida lacagbixinta
Eve	Xaawo
Hayow	Xaayow
tomb	xabaal
buried	xabaalan
gravedigger	xabaalaqode
Ethiopia	Xabasha
Abyssinian	Xabashiyad
syphilis	xabbad
shooting	xabbadayn
prison	xabbis
imprison	xabbis
jailed	xabbisan
hoarseness	xabeeb
hoarse	xabeebsan
hoarseness	xabeebsanaan
Habib	Xabiib
Habiba	Xabiiba
prison	xabsi
jailkeeper	xabsijire
watermelon	xabxab
steal	xad
omit	xadaf
tickle	xadatee
tickle	xadato
strong	xaddan
completeness	xaddanaan
limited	xaddidan
limit	xadee
limited	xadeysan
trespassing	xadgudub
ropes	xadhko
extreme	xad ka bax
chop	xaf
protect	xafid
protected	xafidan
rivalry	xafiil
competition	xafiiltan
office	xafiis
party	xaflad
rake	xagaaf
depression	xagalfarraar
scratched	xagan
scratch	xagasho
scratch	xagatin
there	xagga
above	xagga sare
nowhere	xagna
itch	xajiimee
itchy	xajiimeysan
itch	xajiimow
thickness	xajmi
difficulty	xakaar
bridled	xakamaysan
Hakiba	Xakiibo
Hakim	Xakiim
Hakima	Xakiimo
wash	xal
Halva	Xalaawi
washed	xalan
innocent	xalaydhaley
membrane	xalfoof
Halima	Xaliimo
chisel	xalleefato
smooth	xalleefi
flat	xalleefsan
solve	xalli
solution	xallin
solution	xallis
solved	xallisan
halva	xalwad
Halva	Xalwo
blister	xalxal
furniture	xamaamo
furniture	xamaan
crawl	xamaaro
gossip	xamasho
upholding	xambaarad
Hamdi	Xamdi
thank	xamdinnaq
gratitude	xamdinnaq
Hameed	Xamiid
Hameeda	Xamiida
load	xamil
porter	xammaal
porter	xammaali
boiled	xammaysan
bile	xammeeti
bear	xammil
Hamsah	Xamsa
cargo	xamuul
slander	xan
joke	xanaakad
anger	xanaaq
tickle	xanatee
tickling	xanato
twigs	xanbus
property	xandho
scratch	xangaruufo
care	xannaanad
nurse	xannaaneeye
difficulty	xannib
whisper	xanshashaq
whisper	xanshashar
poverty	xantiirnimo
handful	xantoobo
pain	xanuun
injustice	xaqdarro
respect	xaqdhawr
reality	xaqiiq
despised	xaqiran
justice	xaqsoor
eligibility	xaq u lahaan
eligible	xaq u leh
smoothed	xaquuqan
war	xaraabad
limestone	xaraar
bitterness	xaraarnimo
auction	xaraash
carving	xaradh
decorate	xaradh
decorate	xarar
war	xarbad
war	xarbi
Harbey	Xarbi
carved	xardhan
rainwater	xareed
Hared	Xareed
Hareda	Xareedo
tactics	xarfad
maneuver	xariifi
elegant	xarrageysan
elegance	xarrago
line	xarriiq
lined	xarriiqan
equator	xarriiqda dhulbarka
clipper	xaryan
Haryan	Xaryan
twigs	xas
envy	xasad
envy	xasad
Hassan	Xasan
favor	xasanaad
provocation	xasarad
hidden	xasaysan
powder	xash
rubbish	xashiish
hashish	xashiishad
envy	xasid
envy	xasidnimo
stability	xasil
instability	xasildarro
calm	xasillan
quiet	xasilloon
quietness	xasilloonaan
remind	xasuusi
remember	xasuuso
doorstep	xatabad
Hawadle	Xawaadle
fauna	xawayaan
velocity	xawlli
sperm	xawo
scum	xayaabo
advertise	xayaysii
fence	xaydaan
suet	xaydh
vitality	xayinimo
delay	xayir
stopped	xayiran
menstruation	xayl
group	xayn
modesty	xayo
custom	xayr
shore	xeeb
suet	xeedh
trick	xeel
trick	xeeladee
expert	xeeldheere
trick	xeelee
trick	xeelo
legal	xeer ah
jurists	xeerbeeg
jurists	xeerdhaari
lawyer	xeeryaqaan
relation	xegaale
corraling	xerayn
penned	xeraysan
star	xiddig
astronomy	xiddiga-aqoon
astrologer	xiddigasheeg
astronomer	xiddigayaqaan
hedgehog	xiddigdhul
astrology	xiddigis
astrologer	xiddigiye
Venus	Xiddigta Waabberi
Hiddo	Xiddo
relationship	xidhiidh
joking	xifaalo
shaved	xiidhan
intestines	xiidmo
pant	xiiq
panting	xiiqsan
shave	xiir
shaved	xiiran
interest	xiis
sash	xiisaan
interest	xiiso
exciting	xiiso leh
veil	xijaab
veiled	xijaaban
shame	xil
divorce	xilafur
favoritism	xilasho
season	xilli
responsibility	xilqaan
demotion	xiltir
ass	ximaar
protectorate	ximaayad
spite	ximaayo
coagulation	xinjir
henna	xinne
henna	xinni
grievance	xiqdi
forest	xir
wearing	xirasho
specialist	xirfadle
profession	xirfo
wisdom	xirgi
spine	xiriir
untie	xiriirfur
rapprochement	xiriirnaq
minefield	xir miinaysan
bundle	xirmo
skill	xirrib
amulet	xirsi
Hersi	Xirsi
consciousness	xis
accounting	xisaabaad
accountant	xisaabhaye
bookkeeping	xisaabhayn
accountant	xisaabiye
calculated	xisaabsan
calculate	xisaabtan
faction	xisbi
enviousness	xisdi
shyness	xishood
sisterbride	xiskiisan
court	xodxodo
courtship	xodxodo
secretary	xoghaye
secretarygeneral	xoghaye guud
innocence	xogla'aan
chiseled	xoldhan
hollow	xolxol
cane	xood
curved	xoodan
strengthen	xoogee
horsepower	xoog faras
secretary	xooghaye
strong	xoog leh
concentration	xoogsaarid
work	xoogsi
strong	xoogweyn
weak	xoogyar
strengthen	xooji
strengthening	xoojin
capital	xoolamadax
poverty	xoolo la'aan
wasp	xoon
ratel	xoor
scratching	xoqad
scraped	xoqan
liberate	xoree
liberty	xornimo
freedom	xorriyad
freedom	xorriyo
Horiyo	Xorriyo
seam	xortol
freedman	xoryeel
cane	xowd
love	xubbi
membership	xubinnimo
anatomy	xubno-aqoon
centralization	xuddumeysiin
remembrance	xudduud
border	xuduud
sentence	xugmi
sentenced	xukuman
Hukun	Xukun
dissident	xukundiid
command	xukuumad
choose	xul
allies	xulafo
selected	xulan
selection	xulanti
choose	xulo
wickedness	xumaato
fine	xumayn
foam	xumbo
damage	xumi
fever	xummad
badness	xumo
bad	xun
foam	xunbo
navel	xundhur
bad	xunxun
drill	xurbi
drill	xurbiye
honor	xurmee
honor	xurmo
food	xurquun
freedom	xurriyad
growl	xuruun
growl	xuruun
commemoration	xus
commemorated	xusan
Husseen	Xuseen
respect	xushmad
honor	xushmee
commemoration	xusid
jog	xusli
Husnia	Xusniya
elbow	xusul
memory	xusuus
remembering	xusuusan
diary	xusuusdhig
remind	xusuusi
remember	xusuuso
diary	xusuusqor
skin	xuubi
skin	xuubso
whale	xuud
exhaustion	xuur
snore	xuuri
exhaust	xuurtee
exhaustion	xuurto
who	yaa
surprised	yaabban
surprise	yaabis
surprised	yaabsan
surprise	yaabsii
scatter	yaaci
scattered	yaacsan
porcupine	yaadaddo
hoe	yaanbo
tomato	yaanyo
cat	yaanyuuro
ruby	yaaquut
Yassin	Yaasiin
Yassir	Yaasir
Jasmine	Yaasmiin
sprout	yabaal
exorcism	yabaro
beg	yaboohi
begging	yaboohsi
beg	yaboohso
din	yabqid
stop	yac
namely	yacni
Jacob	Yacquub
beat	yad
ah	yah
hugeness	yahaaburnimo
fine	yake
fine	yaleex
Yemen	Yaman
truth	yaqiin
certainty	yaqiinsi
smallness	yaraan
belittling	yaraysasho
belittling	yas
contempt	yasid
simplify	yasir
orphan	yatiin
crocodile	yaxaas
compassion	yaxdaddow
shyness	yaxyax
Yahye	Yaxye
method	yeelaal
sandalstrap	yeelin
sandalstrap	yeelmo
hold	yeelo
voice	yeer
call	yeerid
dictation	yeeris
wolf	yeey
wolf	yey
anticipation	yididdiilo
hopeful	yididdiilo leh
certainty	yiqiin
sprout	yooko
John	Yoonis
coveting	yu'ad
covetousness	yu'asho
chatter	yulqan
dive	yunbad
plunge	yunbi
dive	yunbo
covet	yu'o
shooing	yur
shoo	yur
uranium	yuraaniyam
Europe	Yurub
children	yuruuruc
Yusur	Yusur
project	yuub
foreskin	yuub
projecting	yuuban
bulge	yuuc
bulging	yuucan
Joseph	Yuusuf
old	yuxuud
Zambia	Zaambiya
Sarah	Zahra
Zaire	Za'iir
Zairi	Za'iiri
Zeinab	Zeynab
Zimbabwe	Zimbaabwe
